player_name,position,ath__athleticism_score,ath__athleticism_source,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality
DeAndre Jordan,F-G,87.35,measured,83,265,90,140,0.792857143,0.2,0.007142857,0,0,0,0.992857143,0.720720721,1,0,0,691,4.1,0.41,0
Nic Claxton,C,93.27,imputed,83,215,86.5,568,0.568661972,0.336267606,0.058098592,0.014084507,0.022887324,0.036971831,0.904929577,0.715170279,0.363636364,0.25,0.230769231,1882,4.5,0.45,0
Steven Adams,C,94.92,measured,83,265,88.5,167,0.676646707,0.311377246,0,0,0,0,0.988023952,0.619469027,0,0,0,794,4,0.4,0
Clint Capela,C,93.27,imputed,82,256,88.5,390,0.707692308,0.279487179,0.01025641,0,0.002564103,0.002564103,0.987179487,0.626811594,0.5,0,0,1176,2.4,0.24,2.3
Kevon Looney,F,85.83,imputed,81,222,87.5,278,0.669064748,0.212230216,0.100719424,0.007194245,0.007194245,0.014388489,0.881294964,0.639784946,0.178571429,1,0,1142,6.6,0.66,7.8
Elfrid Payton,G,80.25,measured,75,195,80,122,0.18852459,0.68852459,0.073770492,0.008196721,0.040983607,0.049180328,0.87704918,0.391304348,0.222222222,0,0.2,511,10,1,7.9
Trayce Jackson-Davis,F,101.59,measured,81,245,85,302,0.708609272,0.268211921,0.013245033,0.006622517,0.003311258,0.009933775,0.976821192,0.682242991,0,0,0,967,5.6,0.56,9.6
Bismack Biyombo,C,93.27,imputed,80,255,90,114,0.51754386,0.447368421,0.035087719,0,0,0,0.964912281,0.711864407,0.25,0,0,528,2.9,0.29,10.2
Moussa Diabate,F,84.89,measured,81,210,86.5,280,0.714285714,0.253571429,0.010714286,0.007142857,0.014285714,0.021428571,0.967857143,0.66,0.666666667,0,0,1241,1.6,0.16,11.4
Yves Missi,C,93.27,measured,83,235,86,492,0.782520325,0.197154472,0.018292683,0,0,0,0.979674797,0.58961039,0.444444444,0,0,1956,2.4,0.24,12.9
Walker Kessler,C,93.27,imputed,86,245,88.25,419,0.76849642,0.145584726,0.00477327,0.019093079,0.059665871,0.07875895,0.914081146,0.736024845,0,0.5,0.08,1740,2.6,0.26,17
Jaxson Hayes,G-F,81.12,measured,84,220,87.5,223,0.807174888,0.170403587,0.00896861,0.004484305,0.00896861,0.013452915,0.977578475,0.805555556,0.5,0,0,1093,3.2,0.32,18.6
Oso Ighodaro,F,99.74,measured,83,235,83,187,0.438502674,0.497326203,0.053475936,0,0.005347594,0.005347594,0.935828877,0.804878049,0.6,0,0,1045,5.2,0.52,18.6
Andre Drummond,C,110.34,measured,83,279,90.25,234,0.64957265,0.226495726,0.038461538,0.034188034,0.042735043,0.076923077,0.876068376,0.592105263,0.444444444,0.25,0.1,751,0.4,0.04,19.5
Zion Williamson,F,85.83,imputed,78,284,82.5,508,0.559055118,0.399606299,0.015748031,0.001968504,0.021653543,0.023622047,0.958661417,0.64084507,0.125,0,0.272727273,857,6.1,0.61,20.2
Ivica Zubac,C,93.27,imputed,84,240,88,942,0.532908705,0.439490446,0.027600849,0,0,0,0.972399151,0.71314741,0.461538462,0,0,2624,3.9,0.39,21
Mason Plumlee,F-C,94.91,measured,82,254,83,202,0.707920792,0.247524752,0.024752475,0.00990099,0.004950495,0.014851485,0.955445545,0.762237762,0,0,0,1300,7.2,0.72,21.4
Kris Murray,F,84.85,measured,80,218,83.75,279,0.448028674,0.114695341,0.007168459,0.218637993,0.211469534,0.430107527,0.562724014,0.624,1,0.278688525,0.169491525,1040,3.7,0.37,21.8
Dereck Lively II,C,93.27,imputed,85,230,91,191,0.696335079,0.303664921,0,0,0,0,1,0.77443609,0,0,0,833,6.1,0.61,22.3
Jalen Duren,G,93.27,imputed,82,250,89,546,0.794871795,0.1996337,0.005494505,0,0,0,0.994505495,0.728110599,1,0,0,2034,4.9,0.49,22.8
Rudy Gobert,C,81.6,measured,85,258,92.5,510,0.837254902,0.149019608,0.01372549,0,0,0,0.98627451,0.756440281,0,0,0,2388,3.1,0.31,23.5
Giannis Antetokounmpo,F,85.83,imputed,83,243,87,1319,0.567854435,0.169825625,0.214556482,0.00227445,0.044730857,0.047005307,0.737680061,0.748998665,0.441696113,0,0.237288136,2289,6.8,0.68,24.7
Jakob Poeltl,G,93.27,imputed,84,253,86.75,579,0.537132988,0.379965458,0.077720207,0.001727116,0.001727116,0.003454231,0.917098446,0.736334405,0.533333333,1,0,1686,4.2,0.42,26
Adem Bona,G,107.43,measured,82,235,87.75,192,0.848958333,0.135416667,0.010416667,0.005208333,0,0.005208333,0.984375,0.73006135,0,0,0,0,0,0,27.1
Isaiah Hartenstein,C-F,89.695,imputed,84,250,86.25,480,0.422916667,0.495833333,0.041666667,0.00625,0.033333333,0.039583333,0.91875,0.724137931,0.4,0,0,1590,6.9,0.69,27.5
Daniel Gafford,G,99.48,measured,82,265,86.5,403,0.791563275,0.200992556,0.007444169,0,0,0,0.992555831,0.742946708,0.666666667,0,0,1226,2.7,0.27,28
Drew Eubanks,F-C,95.17,imputed,82,245,83,194,0.5,0.43814433,0.030927835,0.025773196,0.005154639,0.030927835,0.93814433,0.711340206,0.166666667,0.6,0,746,3.5,0.35,28.4
Goga Bitadze,C-F,89.695,imputed,82,250,86,339,0.710914454,0.171091445,0.03539823,0.017699115,0.061946903,0.079646018,0.8820059,0.726141079,0.083333333,0,0.142857143,1430,5.7,0.57,29.6
Dwight Powell,F-C,89.02,measured,82,240,84.5,61,0.803278689,0.114754098,0,0.06557377,0.016393443,0.081967213,0.918032787,0.755102041,0,0.5,0,551,8.3,0.83,30.6
Donovan Clingan,C,94.5,measured,86,280,90.75,334,0.71257485,0.125748503,0.01497006,0.01497006,0.131736527,0.146706587,0.838323353,0.634453782,0.2,0.4,0.272727273,1324,2.6,0.26,31
Ausar Thompson,G-F,84.81,imputed,79,205,84,460,0.613043478,0.254347826,0.026086957,0.056521739,0.041304348,0.097826087,0.867391304,0.673758865,0.333333333,0.269230769,0.210526316,1328,4.6,0.46,31.6
Luke Kornet,C-F,89.695,imputed,85,250,85,280,0.803571429,0.164285714,0.021428571,0.003571429,0.007142857,0.010714286,0.967857143,0.728888889,0.666666667,0,0,1361,6.8,0.68,33.1
Precious Achiuwa,F,85.83,imputed,80,243,84.75,327,0.587155963,0.262996942,0.039755352,0.085626911,0.024464832,0.110091743,0.850152905,0.619791667,0.461538462,0.285714286,0.25,1170,2.3,0.23,33.4
Dyson Daniels,G,78.51,measured,79,199,82.5,923,0.344528711,0.373781148,0.02708559,0.061755146,0.186348862,0.248104009,0.718309859,0.65408805,0.28,0.438596491,0.319767442,2571,6.3,0.63,33.8
Brandon Clarke,F,92.48,measured,80,215,80.25,380,0.492105263,0.421052632,0.042105263,0.036842105,0.007894737,0.044736842,0.913157895,0.807486631,0.5,0.071428571,0,1207,2.8,0.28,33.9
Jarrett Allen,C-F,95.76,measured,81,243,89.25,640,0.6703125,0.290625,0.03125,0.003125,0.0046875,0.0078125,0.9609375,0.771561772,0.55,0,0,2296,3.6,0.36,34.1
Alperen Sengun,C,93.27,imputed,83,243,84.5,1143,0.420822397,0.407699038,0.092738408,0.005249344,0.073490814,0.078740157,0.828521435,0.648648649,0.377358491,0.333333333,0.226190476,2395,6.1,0.61,34.4
Jarred Vanderbilt,G,85.83,imputed,80,214,85,121,0.652892562,0.082644628,0,0.214876033,0.041322314,0.256198347,0.73553719,0.607594937,0,0.346153846,0,581,4.2,0.42,35.4
Jericho Sims,C,114.99,measured,82,250,87,71,0.845070423,0.14084507,0.014084507,0,0,0,0.985915493,0.683333333,1,0,0,632,3.5,0.35,35.6
Deandre Ayton,G,93.27,imputed,84,252,90,468,0.403846154,0.322649573,0.205128205,0.034188034,0.034188034,0.068376068,0.726495726,0.740740741,0.458333333,0.0625,0.3125,1206,1.7,0.17,36
Amen Thompson,G-F,84.81,imputed,79,200,84,697,0.512195122,0.259684362,0.097560976,0.077474892,0.050215208,0.1276901,0.771879484,0.719887955,0.382352941,0.37037037,0.142857143,2225,5.8,0.58,36.2
Isaiah Collier,G,83.41,measured,76,210,76.75,555,0.318918919,0.302702703,0.073873874,0.079279279,0.216216216,0.295495495,0.621621622,0.655367232,0.317073171,0.340909091,0.216666667,1839,8.6,0.86,36.2
Olivier-Maxence Prosper,F,96.37,measured,79,230,85,174,0.431034483,0.218390805,0.057471264,0.201149425,0.091954023,0.293103448,0.649425287,0.6,0.2,0.257142857,0.1875,584,4.2,0.42,36.2
Ryan Dunn,F,90.38,measured,79,216,85.5,477,0.20754717,0.213836478,0.025157233,0.322851153,0.230607966,0.553459119,0.421383648,0.707070707,0.333333333,0.331168831,0.281818182,1410,1.9,0.19,36.9
Blake Wesley,G,78.11,measured,75,190,81.25,186,0.489247312,0.123655914,0.075268817,0.112903226,0.198924731,0.311827957,0.612903226,0.593406593,0.142857143,0.333333333,0.27027027,683,7.3,0.73,38.1
Kyle Kuzma,F,82.29,measured,81,221,79,848,0.278301887,0.251179245,0.100235849,0.100235849,0.265330189,0.365566038,0.529481132,0.699152542,0.329411765,0.341176471,0.293333333,1936,3,0.3,38.2
Jusuf Nurkic,C,93.27,imputed,83,290,86,352,0.386363636,0.289772727,0.025568182,0.034090909,0.261363636,0.295454545,0.676136364,0.625,0.222222222,0.416666667,0.293478261,1063,4.3,0.43,38.8
RJ Barrett,G-F,89.825,imputed,78,214,82,982,0.410386965,0.237270876,0.040733198,0.072301426,0.238289206,0.310590631,0.647657841,0.607940447,0.425,0.408450704,0.333333333,1869,6.3,0.63,39.8
Dillon Jones,F,85.03,measured,77,235,83,133,0.315789474,0.172932331,0.037593985,0.105263158,0.368421053,0.473684211,0.488721805,0.595238095,0.2,0.214285714,0.265306122,551,6.1,0.61,39.9
Jonathan Kuminga,F,85.83,imputed,79,225,83.25,568,0.309859155,0.329225352,0.095070423,0.080985915,0.181338028,0.262323944,0.639084507,0.715909091,0.240740741,0.282608696,0.32038835,1144,3.6,0.36,39.9
Alex Len,C,93.27,imputed,84,250,87.5,63,0.444444444,0.349206349,0.063492063,0.063492063,0.079365079,0.142857143,0.793650794,0.607142857,0.25,0.25,0.2,380,6.8,0.68,39.91714286
Ariel Hukporti,C,82.63,measured,84,246,86,31,0.741935484,0.258064516,0,0,0,0,1,0.739130435,0,0,0,217,0.6,0.06,39.91714286
Branden Carlson,C,93.27,imputed,84,231,85,97,0.18556701,0.103092784,0.030927835,0.206185567,0.474226804,0.680412371,0.288659794,0.777777778,0.333333333,0.35,0.326086957,246,2.7,0.27,39.91714286
Colin Castleton,C,93.27,imputed,82,250,87.5,98,0.397959184,0.428571429,0.010204082,0.112244898,0.051020408,0.163265306,0.826530612,0.692307692,0,0.181818182,0,432,3.2,0.32,39.91714286
De'Anthony Melton,C,80.625,imputed,75,200,80.5,54,0.166666667,0.148148148,0.037037037,0.074074074,0.574074074,0.648148148,0.314814815,0.444444444,0,0.75,0.322580645,121,5.5,0.55,39.91714286
Duop Reath,C,93.27,imputed,81,245,85,166,0.259036145,0.084337349,0.018072289,0.15060241,0.487951807,0.638554217,0.343373494,0.744186047,0,0.32,0.320987654,469,2.7,0.27,39.91714286
Jahmir Young,C,80.625,imputed,73,185,75,5,0.6,0,0,0,0.4,0.4,0.6,1,0,0,0.5,0,0,0,39.91714286
Jalen Bridges,C,75.49,measured,79,214,82,7,0,0,0,0.428571429,0.571428571,1,0,0,0,0.666666667,0,0,0,0,39.91714286
Jimmy Butler III,C,85.83,imputed,79,230,79.5,597,0.425460637,0.254606365,0.145728643,0.092127303,0.078726968,0.170854271,0.680067002,0.696850394,0.356321839,0.381818182,0.234042553,1746,8,0.8,39.91714286
Keion Brooks Jr.,C,85.83,imputed,79,215,84,109,0.302752294,0.229357798,0.073394495,0.155963303,0.23853211,0.394495413,0.532110092,0.727272727,1,0.411764706,0.269230769,332,1.4,0.14,39.91714286
Luka Garza,C,80.55,measured,82,243,85.5,105,0.361904762,0.228571429,0.066666667,0.028571429,0.314285714,0.342857143,0.59047619,0.684210526,0.285714286,0,0.303030303,219,1.8,0.18,39.91714286
Trey Jemison III,C,93.27,imputed,84,260,90,74,0.648648649,0.324324324,0.027027027,0,0,0,0.972972973,0.6875,0,0,0,0,0,0,39.91714286
Ulrich Chomche,C,89.61,measured,82,225,88,5,0.4,0.4,0.2,0,0,0,0.8,0.5,0,0,0,0,0,0,39.91714286
Jonathan Isaac,F,85.83,imputed,82,230,85,324,0.367283951,0.033950617,0.132716049,0.299382716,0.166666667,0.466049383,0.401234568,0.647058824,0.302325581,0.309278351,0.166666667,1090,1.7,0.17,40.1
Russell Westbrook,G,79.57,measured,76,200,79.75,831,0.388688327,0.163658243,0.097472924,0.12755716,0.221419976,0.348977136,0.55234657,0.643962848,0.283950617,0.424528302,0.266304348,2092,7.4,0.74,40.2
Ben Simmons,G-F,84.81,imputed,82,240,84.5,223,0.488789238,0.466367713,0.044843049,0,0,0,0.955156951,0.605504587,0.2,0,0,1120,10,1,40.3
Caleb Martin,G,78.73,measured,77,205,82.25,304,0.282894737,0.177631579,0.200657895,0.144736842,0.1875,0.332236842,0.460526316,0.581395349,0.37704918,0.477272727,0.280701754,1218,4.3,0.43,40.3
Nick Richards,C,94.74,measured,83,245,86.25,347,0.634005764,0.311239193,0.048991354,0.005763689,0,0.005763689,0.945244957,0.709090909,0.470588235,0,0,1256,0.3,0.03,40.5
Zeke Nnaji,F-C,103.79,measured,81,240,86,141,0.496453901,0.092198582,0.042553191,0.19858156,0.170212766,0.368794326,0.588652482,0.671428571,0.5,0.321428571,0.333333333,608,2.3,0.23,41.2
Delon Wright,G-F,75.33,measured,77,185,79.5,131,0.27480916,0.145038168,0.022900763,0.160305344,0.396946565,0.557251908,0.419847328,0.555555556,0.666666667,0.428571429,0.211538462,635,7.8,0.78,41.3
Wendell Carter Jr.,C-F,89.695,imputed,82,270,88.5,491,0.380855397,0.183299389,0.114052953,0.118126273,0.203665988,0.321792261,0.564154786,0.695187166,0.392857143,0.25862069,0.22,1758,4.1,0.41,41.4
Jonathan Mogbo,G,90.6,measured,81,225,86,356,0.528089888,0.196629213,0.078651685,0.092696629,0.098314607,0.191011236,0.724719101,0.590425532,0.214285714,0.303030303,0.2,1286,6.3,0.63,42
Jeremy Sochan,C,85.83,imputed,80,230,83.75,469,0.620469083,0.151385928,0.034115139,0.081023454,0.113006397,0.194029851,0.771855011,0.680412371,0.1875,0.289473684,0.320754717,1364,4.4,0.44,42.1
Andre Jackson Jr.,G,82.51,measured,78,209,81.75,197,0.395939086,0.16751269,0.050761421,0.218274112,0.16751269,0.385786802,0.563451777,0.653846154,0.5,0.372093023,0.424242424,980,4.8,0.48,42.2
Neemias Queta,C,82.885,measured,84,248,88.25,203,0.714285714,0.251231527,0.019704433,0.004926108,0.004926108,0.009852217,0.965517241,0.710344828,0.75,0,0,863,2.6,0.26,43.1
Draymond Green,F,88.24,measured,78,230,85.25,509,0.249508841,0.223968566,0.043222004,0.198428291,0.282907662,0.481335953,0.473477407,0.582677165,0.5,0.336633663,0.319444444,1983,8.4,0.84,43.4
Kel'el Ware,F-C,96.9,measured,84,230,88.5,464,0.497844828,0.198275862,0.064655172,0.045258621,0.189655172,0.234913793,0.69612069,0.701298701,0.4,0.19047619,0.352272727,1422,1.7,0.17,43.4
Kyle Filipowski,C,84.22,measured,83,250,82.5,518,0.301158301,0.254826255,0.019305019,0.148648649,0.274131274,0.422779923,0.555984556,0.666666667,0.5,0.376623377,0.338028169,1522,4.2,0.42,43.4
Zach Edey,C,101.435,measured,88,305,94.75,433,0.565819861,0.286374134,0.027713626,0.036951501,0.083140878,0.120092379,0.852193995,0.73877551,0.25,0.25,0.388888889,1416,1.2,0.12,44
Alex Sarr,C,93.27,imputed,84,205,88.25,828,0.231884058,0.268115942,0.088164251,0.064009662,0.347826087,0.411835749,0.5,0.635416667,0.369863014,0.358490566,0.298611111,1814,3.8,0.38,44.2
Cody Martin,F,76.155,measured,78,205,82.25,325,0.286153846,0.110769231,0.138461538,0.249230769,0.215384615,0.464615385,0.396923077,0.688172043,0.4,0.283950617,0.285714286,1173,5.2,0.52,44.4
Cody Williams,F,77.03,measured,80,190,85,257,0.140077821,0.249027237,0.085603113,0.311284047,0.214007782,0.525291829,0.389105058,0.5,0.227272727,0.25,0.272727273,1060,3,0.3,44.9
Day'Ron Sharpe,C,93.27,imputed,82,265,84,317,0.599369085,0.217665615,0.041009464,0.041009464,0.100946372,0.141955836,0.8170347,0.621052632,0.615384615,0.384615385,0.1875,907,4.4,0.44,45
Peyton Watson,C,78.97,measured,79,200,84.5,428,0.455607477,0.186915888,0.039719626,0.177570093,0.137850467,0.315420561,0.642523364,0.635897436,0.176470588,0.447368421,0.237288136,1656,3.2,0.32,45
Stephon Castle,G,81.97,measured,78,215,81,988,0.37145749,0.189271255,0.102226721,0.050607287,0.282388664,0.332995951,0.560728745,0.626702997,0.336633663,0.34,0.279569892,2162,5.9,0.59,45
Colby Jones,G,82.76,measured,78,207,80,129,0.240310078,0.255813953,0.124031008,0.100775194,0.279069767,0.379844961,0.496124031,0.709677419,0.375,0.307692308,0.333333333,515,4.9,0.49,45.3
Dean Wade,G,95.17,imputed,81,228,82,271,0.132841328,0.033210332,0.014760148,0.335793358,0.483394834,0.819188192,0.166051661,0.75,0.25,0.417582418,0.320610687,1252,5.2,0.52,45.5
T.J. McConnell,G,80.625,imputed,73,190,74,624,0.3125,0.394230769,0.21474359,0.025641026,0.051282051,0.076923077,0.706730769,0.646153846,0.447761194,0.375,0.28125,1415,8.6,0.86,45.8
Tidjane Salaun,F,81.9,measured,80,207,84.75,345,0.223188406,0.144927536,0.037681159,0.133333333,0.460869565,0.594202899,0.368115942,0.571428571,0.307692308,0.347826087,0.264150943,1244,2.9,0.29,45.9
Jae'Sean Tate,F,85.83,imputed,76,230,80,148,0.371621622,0.304054054,0.013513514,0.209459459,0.101351351,0.310810811,0.675675676,0.672727273,0.5,0.451612903,0.133333333,588,4.9,0.49,46.1
Bilal Coulibaly,G,80.625,imputed,79,195,86.5,624,0.317307692,0.224358974,0.099358974,0.08974359,0.269230769,0.358974359,0.541666667,0.702020202,0.258064516,0.339285714,0.261904762,1948,4.8,0.48,46.2
Pelle Larsson,F,86.95,measured,78,215,80,203,0.39408867,0.123152709,0.014778325,0.162561576,0.305418719,0.467980296,0.517241379,0.6,0,0.393939394,0.306451613,782,5.3,0.53,46.4
Scottie Barnes,F-G,103.29,measured,80,237,86.75,1063,0.266227658,0.280338664,0.190028222,0.038570085,0.220131703,0.258701787,0.546566322,0.64664311,0.396039604,0.341463415,0.264957265,2134,6.8,0.68,46.6
Rob Dillingham,G,80.625,imputed,74,175,75,211,0.279620853,0.227488152,0.142180095,0.056872038,0.293838863,0.3507109,0.507109005,0.627118644,0.266666667,0.5,0.306451613,516,6.9,0.69,47
Jock Landale,F-G,93.27,imputed,83,255,86,152,0.447368421,0.263157895,0.118421053,0.013157895,0.157894737,0.171052632,0.710526316,0.647058824,0.444444444,0,0.458333333,500,4.1,0.41,47.3
Derrick Jones Jr.,F,85.83,imputed,78,210,84,589,0.439728353,0.166383701,0.022071307,0.202037351,0.168081494,0.370118846,0.606112054,0.702702703,0.307692308,0.361344538,0.353535354,1873,1.1,0.11,47.8
Bol Bol,C-F,89.695,imputed,87,220,91,183,0.114754098,0.169398907,0.207650273,0.278688525,0.229508197,0.508196721,0.284153005,0.80952381,0.657894737,0.352941176,0.333333333,448,2,0.2,47.86923077
Charles Bassey,C-F,94.825,measured,82,230,87.5,117,0.692307692,0.273504274,0.034188034,0,0,0,0.965811966,0.617283951,0.25,0,0,376,1,0.1,47.86923077
Joe Ingles,C-F,76.36,measured,80,220,82.25,23,0.043478261,0.260869565,0.043478261,0.086956522,0.565217391,0.652173913,0.304347826,0,0,0,0.230769231,0,0,0,47.86923077
Mitchell Robinson,C-F,89.695,imputed,84,240,88,56,0.946428571,0.053571429,0,0,0,0,1,0.679245283,0,0,0,290,2.7,0.27,47.86923077
Nate Williams,C-F,80.625,imputed,78,205,82,62,0.193548387,0.35483871,0.032258065,0.209677419,0.209677419,0.419354839,0.548387097,0.75,0.5,0.230769231,0.230769231,147,1.2,0.12,47.86923077
Robert Williams III,C-F,89.695,imputed,81,249,89.5,78,0.769230769,0.153846154,0.038461538,0.025641026,0.012820513,0.038461538,0.923076923,0.75,0.333333333,0.5,0,351,3.1,0.31,47.86923077
Tony Bradley,C-F,83.26,measured,82,248,89,45,0.688888889,0.222222222,0.022222222,0.066666667,0,0.066666667,0.911111111,0.64516129,1,0.333333333,0,0,0,0,47.86923077
Javonte Green,C,80.625,imputed,76,205,82,287,0.351916376,0.135888502,0.020905923,0.243902439,0.24738676,0.491289199,0.487804878,0.633663366,0,0.314285714,0.338028169,1258,2.9,0.29,48
Anthony Davis,F-C,95.17,imputed,82,253,89.5,910,0.36043956,0.298901099,0.204395604,0.012087912,0.124175824,0.136263736,0.659340659,0.722560976,0.424731183,0.090909091,0.300884956,1706,4.2,0.42,48.2
Gary Payton II,G,79.81,measured,74,195,80,298,0.473154362,0.194630872,0.013422819,0.181208054,0.137583893,0.318791946,0.667785235,0.794326241,0.25,0.407407407,0.219512195,927,4.8,0.48,48.2
Jamal Cain,G,85.83,imputed,79,190,83,158,0.240506329,0.202531646,0.050632911,0.246835443,0.259493671,0.506329114,0.443037975,0.657894737,0.25,0.307692308,0.341463415,502,1.5,0.15,48.4
