player_name,position,ath__athleticism_score,ath__athleticism_source,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality
KJ Martin,C-F,85.83,imputed,78,215,79.25,201,0.52238806,0.184079602,0.004975124,0.218905473,0.069651741,0.288557214,0.706467662,0.685714286,1,0.318181818,0.071428571,912,3.7,0.37,48.4
Onyeka Okongwu,F-C,95.17,imputed,82,240,86,684,0.548245614,0.228070175,0.007309942,0.118421053,0.096491228,0.214912281,0.776315789,0.701333333,0.6,0.345679012,0.303030303,2064,4.1,0.41,48.4
Kris Dunn,G,80.625,imputed,75,205,81,437,0.203661327,0.256292906,0.027459954,0.256292906,0.254004577,0.510297483,0.459954233,0.696629213,0.416666667,0.348214286,0.324324324,1783,7.1,0.71,48.6
Gui Santos,F,85.83,imputed,80,210,85,179,0.290502793,0.122905028,0.011173184,0.217877095,0.351955307,0.569832402,0.413407821,0.75,1,0.384615385,0.301587302,762,6,0.6,48.7
Isaiah Stewart,F-C,95.17,imputed,80,250,88.75,315,0.577777778,0.231746032,0.022222222,0.028571429,0.13968254,0.168253968,0.80952381,0.681318681,0.428571429,0.333333333,0.318181818,1434,5.2,0.52,48.7
Jabari Walker,F,85.17,measured,79,237,82.75,229,0.519650655,0.131004367,0.034934498,0.152838428,0.15720524,0.310043668,0.650655022,0.663865546,0.25,0.485714286,0.305555556,749,2.1,0.21,48.7
Jalen Johnson,F-C,85.83,imputed,80,219,84.25,542,0.407749077,0.260147601,0.07195572,0.081180812,0.175276753,0.256457565,0.667896679,0.719457014,0.358974359,0.318181818,0.315789474,1284,5.8,0.58,48.7
Dalen Terry,G,85.83,imputed,79,195,84.75,268,0.436567164,0.149253731,0.026119403,0.175373134,0.212686567,0.388059701,0.585820896,0.581196581,0.142857143,0.361702128,0.350877193,987,5.3,0.53,48.8
Jaime Jaquez Jr.,G,100.28,measured,78,225,81.5,462,0.41991342,0.270562771,0.051948052,0.138528139,0.114718615,0.253246753,0.69047619,0.613402062,0.375,0.28125,0.358490566,1368,5.6,0.56,48.8
Maxi Kleber,F,85.83,imputed,82,240,82.75,96,0.239583333,0.145833333,0.104166667,0.177083333,0.333333333,0.510416667,0.385416667,0.565217391,0.7,0.235294118,0.28125,637,5.6,0.56,48.8
Kelly Oubre Jr.,G,89.825,imputed,80,203,86.25,741,0.391363023,0.246963563,0.035087719,0.114709852,0.211875843,0.326585695,0.638326586,0.665517241,0.384615385,0.352941176,0.261146497,2078,2.3,0.23,48.9
Mouhamed Gueye,F,85.83,imputed,82,210,87.25,171,0.356725146,0.140350877,0.029239766,0.286549708,0.187134503,0.473684211,0.497076023,0.639344262,0.4,0.244897959,0.28125,533,2.7,0.27,48.9
Terance Mann,G-F,88.58,measured,78,215,79.75,413,0.305084746,0.17433414,0.12590799,0.188861985,0.205811138,0.394673123,0.479418886,0.722222222,0.384615385,0.423076923,0.317647059,1414,5.3,0.53,48.9
Evan Mobley,C,93.27,imputed,83,215,88,906,0.476821192,0.231788079,0.037527594,0.052980132,0.199779249,0.252759382,0.708609272,0.761574074,0.235294118,0.416666667,0.359116022,2167,4.7,0.47,49
Paolo Banchero,F,85.83,imputed,82,250,84.5,911,0.265642151,0.196487377,0.239297475,0.028540066,0.264544457,0.293084523,0.462129528,0.661157025,0.417431193,0.269230769,0.331950207,1582,5.4,0.54,49.2
Kyle Anderson,F-G,89.825,imputed,80,230,86.75,303,0.267326733,0.405940594,0.095709571,0.108910891,0.108910891,0.217821782,0.673267327,0.703703704,0.310344828,0.424242424,0.333333333,1002,8,0.8,49.5
Riley Minix,F-G,85.83,imputed,79,210,83,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,49.59
Trey Lyles,F,85.83,imputed,81,234,85.5,374,0.237967914,0.088235294,0.037433155,0.200534759,0.435828877,0.636363636,0.326203209,0.640449438,0.642857143,0.373333333,0.325153374,1349,4,0.4,50.4
Anthony Black,G,89.32,measured,79,200,79.5,620,0.346774194,0.248387097,0.090322581,0.125806452,0.187096774,0.312903226,0.59516129,0.576744186,0.303571429,0.397435897,0.267241379,1887,5.3,0.53,50.6
Tosan Evbuomwan,F,85.83,imputed,80,219,83,220,0.290909091,0.295454545,0.063636364,0.154545455,0.195454545,0.35,0.586363636,0.671875,0.357142857,0.294117647,0.325581395,665,3.7,0.37,50.7
Davion Mitchell,G,80.625,imputed,72,202,76.25,476,0.331932773,0.172268908,0.052521008,0.090336134,0.344537815,0.43487395,0.504201681,0.588607595,0.28,0.418604651,0.402439024,2027,8.6,0.86,50.8
Jake LaRavia,F,84.71,measured,79,235,81.5,337,0.326409496,0.222551929,0.029673591,0.112759644,0.302670623,0.415430267,0.548961424,0.672727273,0.3,0.368421053,0.441176471,1349,6,0.6,50.8
Josh Green,G,87.44,measured,77,200,81.75,421,0.209026128,0.123515439,0.078384798,0.363420428,0.22327791,0.586698337,0.332541568,0.602272727,0.363636364,0.411764706,0.361702128,1887,3.4,0.34,50.8
Karlo Matkovic,G,95.17,imputed,82,231,86,235,0.476595745,0.212765957,0.029787234,0.153191489,0.127659574,0.280851064,0.689361702,0.758928571,0.428571429,0.361111111,0.266666667,791,2.3,0.23,50.9
Gary Harris,G,80.625,imputed,76,210,78.75,133,0.105263158,0.097744361,0.037593985,0.323308271,0.436090226,0.759398496,0.203007519,0.642857143,0.6,0.372093023,0.344827586,711,2.9,0.29,51
Moritz Wagner,F-C,84.33,measured,83,245,84,249,0.582329317,0.112449799,0.004016064,0.096385542,0.204819277,0.301204819,0.694779116,0.689655172,0,0.375,0.352941176,564,2.5,0.25,51
John Konchar,G,80.625,imputed,77,210,80,91,0.263736264,0.032967033,0.021978022,0.362637363,0.307692308,0.67032967,0.296703297,0.708333333,0,0.363636364,0.392857143,558,6.5,0.65,51.1
Trendon Watford,G-F,88.73,measured,80,237,86.25,350,0.374285714,0.34,0.034285714,0.068571429,0.18,0.248571429,0.714285714,0.603053435,0.166666667,0.291666667,0.349206349,913,5.2,0.52,51.1
Dalano Banton,G,85.83,imputed,80,203,82.25,507,0.317554241,0.187376726,0.057199211,0.094674556,0.339250493,0.433925049,0.504930966,0.552795031,0.310344828,0.395833333,0.308139535,1120,5.7,0.57,51.2
Justin Champagnie,G-F,77.79,measured,78,206,83,411,0.372262774,0.133819951,0.0243309,0.155717762,0.311435523,0.467153285,0.506082725,0.725490196,0.5,0.359375,0.3984375,1340,1.8,0.18,51.4
Bam Adebayo,C-F,89.695,imputed,81,255,86.75,1113,0.239892183,0.398921833,0.16262354,0.059299191,0.139263252,0.198562444,0.638814016,0.700374532,0.453038674,0.454545455,0.316129032,2674,5.8,0.58,51.6
Andrew Nembhard,G-F,73.89,measured,76,191,77.75,539,0.220779221,0.228200371,0.226345083,0.087198516,0.235621521,0.322820037,0.448979592,0.697478992,0.459016393,0.29787234,0.291338583,1881,8,0.8,51.8
Talen Horton-Tucker,G,83.51,measured,76,234,85.25,291,0.439862543,0.116838488,0.024054983,0.092783505,0.326460481,0.419243986,0.556701031,0.5703125,0.428571429,0.407407407,0.315789474,724,4.9,0.49,51.9
Zaccharie Risacher,F,70.58,measured,80,200,82.5,779,0.337612323,0.168164313,0.052631579,0.187419769,0.254172015,0.441591784,0.505776637,0.619771863,0.390243902,0.438356164,0.292929293,1843,1.7,0.17,52.1
KJ Simpson,C-F,82.75,measured,74,187,78,301,0.209302326,0.259136213,0.099667774,0.063122924,0.368770764,0.431893688,0.468438538,0.619047619,0.266666667,0.263157895,0.252252252,842,5.6,0.56,52.2
Santi Aldama,F-C,95.17,imputed,84,215,83,648,0.240740741,0.206790123,0.049382716,0.138888889,0.358024691,0.49691358,0.447530864,0.730769231,0.40625,0.4,0.362068966,1660,5.9,0.59,52.4
Patrick Williams,G,85.83,imputed,79,215,83,516,0.236434109,0.153100775,0.083333333,0.118217054,0.408914729,0.527131783,0.389534884,0.5,0.302325581,0.37704918,0.345971564,1576,3.7,0.37,52.5
Jarace Walker,G,108.14,measured,79,235,86.5,360,0.225,0.180555556,0.080555556,0.127777778,0.383333333,0.511111111,0.405555556,0.567901235,0.448275862,0.413043478,0.405797101,1187,4.5,0.45,52.6
Josh Okogie,G,91.74,measured,76,213,84,212,0.344339623,0.183962264,0.037735849,0.231132075,0.202830189,0.433962264,0.528301887,0.657534247,0.25,0.387755102,0.302325581,625,2,0.2,52.6
Caris LeVert,G,80.625,imputed,79,205,82,599,0.325542571,0.150250417,0.050083472,0.150250417,0.323873122,0.474123539,0.475792988,0.646153846,0.266666667,0.422222222,0.350515464,1596,6.6,0.66,52.7
Kevin Porter Jr.,G,79.55,measured,76,203,81,652,0.214723926,0.279141104,0.234662577,0.036809816,0.234662577,0.271472393,0.493865031,0.621428571,0.45751634,0.416666667,0.294117647,1482,6.7,0.67,52.7
Scotty Pippen Jr.,G,76.81,measured,73,185,75,594,0.326599327,0.276094276,0.028619529,0.079124579,0.287878788,0.367003367,0.602693603,0.618556701,0.352941176,0.510638298,0.368421053,1683,8.1,0.81,52.7
Toumani Camara,F,84.95,measured,79,230,84.5,716,0.356145251,0.138268156,0.002793296,0.224860335,0.276536313,0.501396648,0.494413408,0.623529412,0,0.354037267,0.393939394,2548,3.7,0.37,52.7
Isaac Okoro,F-G,89.825,imputed,77,225,80.5,267,0.370786517,0.052434457,0.011235955,0.348314607,0.217228464,0.565543071,0.423220974,0.636363636,0,0.387096774,0.344827586,1053,4.5,0.45,52.9
Ricky Council IV,F,85.55,measured,78,205,82,463,0.287257019,0.203023758,0.049676026,0.095032397,0.35637149,0.451403888,0.490280778,0.601503759,0.347826087,0.409090909,0.224242424,1250,3.5,0.35,52.9
Justin Edwards,F,80.62,measured,78,203,82,378,0.246031746,0.150793651,0.100529101,0.132275132,0.37037037,0.502645503,0.396825397,0.634408602,0.447368421,0.4,0.35,1155,2.9,0.29,53
P.J. Washington,F,85.83,imputed,79,230,86.5,665,0.282706767,0.306766917,0.05112782,0.127819549,0.231578947,0.359398496,0.589473684,0.664893617,0.352941176,0.376470588,0.383116883,1835,3,0.3,53
Alex Reese,F-C,95.17,imputed,81,230,82,54,0.166666667,0.055555556,0.018518519,0.277777778,0.462962963,0.740740741,0.222222222,1,1,0.2,0.48,0,0,0,53.04545455
Damion Baugh,F-C,80.625,imputed,76,194,82,130,0.261538462,0.284615385,0.023076923,0.146153846,0.284615385,0.430769231,0.546153846,0.558823529,0.333333333,0.105263158,0.27027027,370,6.6,0.66,53.04545455
Dante Exum,F-C,83.73,measured,77,214,81,134,0.328358209,0.208955224,0.067164179,0.126865672,0.26119403,0.388059701,0.537313433,0.613636364,0.333333333,0.588235294,0.371428571,372,7.1,0.71,53.04545455
Kai Jones,F-C,89.695,imputed,83,221,85,109,0.688073394,0.19266055,0.073394495,0.009174312,0.036697248,0.04587156,0.880733945,0.946666667,0.375,0,0.25,468,2.9,0.29,53.04545455
Larry Nance Jr.,F-C,95.17,imputed,80,245,85.5,155,0.309677419,0.15483871,0.04516129,0.180645161,0.296774194,0.477419355,0.464516129,0.6875,0.428571429,0.464285714,0.456521739,463,4.6,0.46,53.04545455
Oscar Tshiebwe,F-C,97.19,measured,80,255,87.5,70,0.5,0.485714286,0.014285714,0,0,0,0.985714286,0.714285714,0,0,0,255,0.9,0.09,53.04545455
Vince Williams Jr.,F-C,80.625,imputed,76,205,83,167,0.185628743,0.203592814,0.041916168,0.173652695,0.389221557,0.562874251,0.389221557,0.612903226,0.571428571,0.413793103,0.215384615,499,4.8,0.48,53.04545455
Josh Hart,F,80.905,measured,77,215,80.25,770,0.451948052,0.151948052,0.067532468,0.085714286,0.241558442,0.327272727,0.603896104,0.706896552,0.461538462,0.303030303,0.344086022,2897,8,0.8,53.2
Naji Marshall,G,88.82,measured,78,220,84.75,712,0.293539326,0.344101124,0.056179775,0.148876404,0.146067416,0.29494382,0.637640449,0.708133971,0.575,0.29245283,0.278846154,1919,5,0.5,53.2
Pascal Siakam,G,91.29,measured,80,245,87.25,1182,0.289340102,0.262267343,0.17428088,0.082064298,0.191201354,0.273265651,0.551607445,0.728070175,0.383495146,0.402061856,0.384955752,2548,5,0.5,53.2
Tari Eason,F,85.83,imputed,80,215,86,559,0.431127013,0.193202147,0.046511628,0.127012522,0.200357782,0.327370304,0.624329159,0.668049793,0.307692308,0.366197183,0.330357143,1420,2.5,0.25,53.2
Mark Williams,C,93.27,imputed,85,240,90.5,447,0.675615213,0.29082774,0.024608501,0.002237136,0.006711409,0.008948546,0.966442953,0.71192053,0.545454545,0,0,1171,4.1,0.41,53.4
Jett Howard,G,80.625,imputed,78,215,81,262,0.122137405,0.076335878,0.091603053,0.175572519,0.526717557,0.702290076,0.198473282,0.71875,0.5,0.369565217,0.275362319,701,2.7,0.27,53.5
Jamal Shead,G,82.34,measured,73,200,75,504,0.212301587,0.267857143,0.077380952,0.069444444,0.365079365,0.43452381,0.48015873,0.588785047,0.282051282,0.4,0.315217391,1467,8.5,0.85,53.6
Domantas Sabonis,F-C,95.17,imputed,82,240,83,893,0.531914894,0.221724524,0.071668533,0.008958567,0.165733483,0.174692049,0.753639418,0.694736842,0.453125,0.5,0.412162162,2429,7.4,0.74,54
Guerschon Yabusele,F,85.83,imputed,79,265,85,563,0.38365897,0.108348135,0.021314387,0.126110124,0.355239787,0.481349911,0.492007105,0.712962963,0.25,0.352112676,0.395,1895,4.3,0.43,54
Kyshawn George,F,78.42,measured,80,200,82.25,546,0.201465201,0.102564103,0.047619048,0.135531136,0.507326007,0.642857143,0.304029304,0.572727273,0.269230769,0.351351351,0.317689531,1802,4.8,0.48,54
Keldon Johnson,F-G,89.825,imputed,78,220,81.25,770,0.420779221,0.21038961,0.012987013,0.128571429,0.227272727,0.355844156,0.631168831,0.666666667,0.1,0.272727273,0.342857143,1838,3.1,0.31,54.1
Pat Connaughton,G,102.79,measured,77,209,80,177,0.384180791,0.124293785,0.033898305,0.11299435,0.344632768,0.457627119,0.508474576,0.632352941,0.666666667,0.2,0.360655738,603,6.6,0.66,54.1
Craig Porter Jr.,G,80.625,imputed,73,180,76,140,0.4,0.171428571,0.085714286,0.092857143,0.235714286,0.328571429,0.571428571,0.660714286,0.25,0.384615385,0.454545455,513,6.4,0.64,54.2
Ayo Dosunmu,G,74.42,measured,77,200,82.25,449,0.423162584,0.138084633,0.017817372,0.171492205,0.249443207,0.420935412,0.561247216,0.663157895,0.25,0.350649351,0.3125,1394,7.5,0.75,54.4
Haywood Highsmith,F,85.83,imputed,77,220,83.5,391,0.237851662,0.132992327,0.033248082,0.286445013,0.309462916,0.595907928,0.37084399,0.666666667,0.384615385,0.446428571,0.32231405,1818,4.5,0.45,54.7
Herbert Jones,F,80.92,measured,79,206,84.25,172,0.331395349,0.191860465,0.058139535,0.215116279,0.197674419,0.412790698,0.523255814,0.614035088,0.7,0.378378378,0.235294118,648,5.6,0.56,54.7
Jaylen Brown,G,84.81,imputed,78,223,83.75,1118,0.272808587,0.263864043,0.143112701,0.063506261,0.256708408,0.320214669,0.53667263,0.675409836,0.4,0.436619718,0.296167247,2158,5.3,0.53,54.7
Kevin Huerter,F-C,82.02,measured,79,198,79.5,604,0.167218543,0.139072848,0.046357616,0.158940397,0.486754967,0.645695364,0.306291391,0.732673267,0.392857143,0.40625,0.316326531,1679,4.7,0.47,54.8
Kenrich Williams,G,78.14,measured,78,210,79.25,354,0.290960452,0.138418079,0.087570621,0.129943503,0.353107345,0.483050847,0.429378531,0.689320388,0.322580645,0.413043478,0.376,1132,4.9,0.49,54.9
Jeff Dowtin Jr.,F,80.625,imputed,75,185,78,230,0.260869565,0.239130435,0.195652174,0.073913043,0.230434783,0.304347826,0.5,0.583333333,0.466666667,0.411764706,0.396226415,621,6.5,0.65,55
Julian Phillips,F,92.66,measured,80,198,83.5,287,0.358885017,0.101045296,0.006968641,0.358885017,0.174216028,0.533101045,0.459930314,0.611650485,0.5,0.398058252,0.18,1123,1.7,0.17,55
AJ Johnson,G,70.22,measured,77,160,80.5,213,0.370892019,0.183098592,0.023474178,0.056338028,0.356807512,0.41314554,0.55399061,0.569620253,0.2,0.416666667,0.25,639,5.9,0.59,55.1
Bruce Brown,G-F,85.2,measured,76,202,81,309,0.32038835,0.333333333,0.084142395,0.13592233,0.122977346,0.258899676,0.653721683,0.616161616,0.384615385,0.404761905,0.263157895,922,4.6,0.46,55.1
Dorian Finney-Smith,F,91.11,measured,79,220,83.75,435,0.206896552,0.064367816,0.006896552,0.287356322,0.432183908,0.71954023,0.271264368,0.611111111,0.666666667,0.432,0.39893617,1818,3,0.3,55.3
Keon Johnson,F,98.48,measured,77,185,79.25,779,0.283697047,0.14762516,0.053915276,0.15661104,0.355584082,0.512195122,0.431322208,0.542986425,0.428571429,0.319672131,0.314079422,1925,3.7,0.37,55.5
Ochai Agbaji,F-G,91.19,measured,77,215,82.25,534,0.413857678,0.082397004,0.029962547,0.269662921,0.20411985,0.473782772,0.496254682,0.656108597,0.375,0.409722222,0.385321101,1739,3,0.3,55.5
Richaun Holmes,G,101.26,measured,81,235,85.5,139,0.705035971,0.258992806,0.014388489,0.014388489,0.007194245,0.021582734,0.964028777,0.744897959,0,0,0,534,4.4,0.44,55.5
Micah Potter,C,93.27,imputed,82,240,86,135,0.185185185,0.081481481,0.007407407,0.42962963,0.296296296,0.725925926,0.266666667,0.76,1,0.327586207,0.3,705,2,0.2,55.9
Chet Holmgren,F,89.695,imputed,85,208,90,341,0.357771261,0.2228739,0.079178886,0.058651026,0.278592375,0.337243402,0.580645161,0.721311475,0.296296296,0.45,0.368421053,877,2.8,0.28,56
Anthony Gill,F,85.83,imputed,79,230,83,88,0.363636364,0.261363636,0.022727273,0.147727273,0.204545455,0.352272727,0.625,0.625,0,0.307692308,0.333333333,397,2.3,0.23,56.07222222
Anton Watson,F,85.83,imputed,80,225,84,9,0.444444444,0.333333333,0.111111111,0,0.111111111,0.111111111,0.777777778,0.75,1,0,0,0,0,0,56.07222222
Bobi Klintman,F,78.25,measured,81,225,83,10,0.2,0.2,0.1,0.2,0.3,0.5,0.4,1,1,0.5,0.333333333,0,0,0,56.07222222
Braxton Key,F,85.83,imputed,80,225,85,4,0.25,0.25,0.25,0,0.25,0.25,0.5,0,0,0,0,0,0,0,56.07222222
Christian Koloko,F,83.99,measured,84,225,89.25,66,0.742424242,0.151515152,0.045454545,0.03030303,0.03030303,0.060606061,0.893939394,0.714285714,0.666666667,0,0,342,3,0.3,56.07222222
DaRon Holmes II,F,87.225,measured,81,236,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.07222222
Daeqwon Plowden,F,84.81,imputed,78,215,83,25,0.28,0.04,0,0.28,0.4,0.68,0.32,0.857142857,0,0.428571429,0.6,0,0,0,56.07222222
David Roddy,F,92.98,measured,77,255,83.5,125,0.256,0.256,0,0.136,0.352,0.488,0.512,0.65625,0,0.411764706,0.272727273,410,4.2,0.42,56.07222222
Dominick Barlow,F,85.09,measured,81,215,87,113,0.469026549,0.203539823,0.088495575,0.194690265,0.044247788,0.238938053,0.672566372,0.716981132,0.4,0.181818182,0.6,375,3.5,0.35,56.07222222
Doug McDermott,F,84.32,measured,78,225,81.25,117,0.068376068,0.025641026,0.042735043,0.239316239,0.623931624,0.863247863,0.094017094,0.5,0.2,0.464285714,0.424657534,342,0.7,0.07,56.07222222
Drew Peterson,F,85.83,imputed,81,200,82,41,0.12195122,0.048780488,0.024390244,0.243902439,0.56097561,0.804878049,0.170731707,0.4,1,0.3,0.434782609,186,4.4,0.44,56.07222222
Drew Timme,F,83.39,measured,82,235,86,102,0.352941176,0.264705882,0.039215686,0.058823529,0.274509804,0.333333333,0.617647059,0.583333333,0.25,0.333333333,0.25,254,3.2,0.32,56.07222222
E.J. Liddell,F,108.61,measured,78,240,83.75,15,0.133333333,0.2,0,0,0.666666667,0.666666667,0.333333333,1,0,0,0.3,0,0,0,56.07222222
Emanuel Miller,F,85.83,imputed,79,215,83,8,0.75,0.125,0,0,0.125,0.125,0.875,0.5,0,0,0,0,0,0,56.07222222
Emoni Bates,F,70.19,measured,81,202,81,38,0.105263158,0,0.105263158,0.078947368,0.710526316,0.789473684,0.105263158,0.5,0,0.666666667,0.333333333,0,0,0,56.07222222
Enrique Freeman,F,86.65,measured,79,212,85,37,0.594594595,0.135135135,0,0.216216216,0.054054054,0.27027027,0.72972973,0.636363636,0,0.125,0,181,2.8,0.28,56.07222222
Grant Williams,F,84.77,measured,78,236,81.75,123,0.195121951,0.12195122,0.081300813,0.130081301,0.471544715,0.601626016,0.317073171,0.708333333,0.4,0.3125,0.379310345,479,3.9,0.39,56.07222222
Harrison Ingram,F,90.475,measured,77,230,84.25,4,0.25,0.25,0.25,0,0.25,0.25,0.5,1,0,0,0,0,0,0,56.07222222
Hunter Tyson,F,85.83,imputed,80,215,82,120,0.216666667,0.108333333,0.058333333,0.191666667,0.425,0.616666667,0.325,0.653846154,0.428571429,0.260869565,0.333333333,400,2.5,0.25,56.07222222
Isaac Jones,F,90.38,measured,81,235,86,83,0.554216867,0.337349398,0.012048193,0.072289157,0.024096386,0.096385542,0.891566265,0.760869565,0,0.5,0,304,0.9,0.09,56.07222222
Isaiah Crawford,F,85.83,imputed,78,210,82,11,0.181818182,0.363636364,0,0.090909091,0.363636364,0.454545455,0.545454545,0.5,0,1,0,0,0,0,56.07222222
Isaiah Jackson,F,85.83,imputed,80,205,86.25,23,0.913043478,0.086956522,0,0,0,0,1,0.619047619,0,0,0,0,0,0,56.07222222
JT Thor,F,85.83,measured,81,203,87.25,59,0.288135593,0.186440678,0.169491525,0.186440678,0.169491525,0.355932203,0.474576271,0.705882353,0.4,0.090909091,0.5,0,0,0,56.07222222
Jacob Toppin,F,85.83,imputed,80,205,81,22,0.409090909,0.090909091,0.045454545,0.272727273,0.181818182,0.454545455,0.5,0.222222222,0,0.666666667,0.25,0,0,0,56.07222222
